__time,/mti630/imu/angular_velocity/x,/mti630/imu/angular_velocity/y,/mti630/imu/angular_velocity/z,/mti630/imu/angular_velocity_covariance[0;0],/mti630/imu/angular_velocity_covariance[0;1],/mti630/imu/angular_velocity_covariance[0;2],/mti630/imu/angular_velocity_covariance[1;1],/mti630/imu/angular_velocity_covariance[1;2],/mti630/imu/angular_velocity_covariance[2;2],/mti630/imu/header/stamp,/mti630/imu/linear_acceleration/x,/mti630/imu/linear_acceleration/y,/mti630/imu/linear_acceleration/z,/mti630/imu/linear_acceleration_covariance[0;0],/mti630/imu/linear_acceleration_covariance[0;1],/mti630/imu/linear_acceleration_covariance[0;2],/mti630/imu/linear_acceleration_covariance[1;1],/mti630/imu/linear_acceleration_covariance[1;2],/mti630/imu/linear_acceleration_covariance[2;2],/mti630/imu/orientation/pitch_deg,/mti630/imu/orientation/roll_deg,/mti630/imu/orientation/w,/mti630/imu/orientation/x,/mti630/imu/orientation/y,/mti630/imu/orientation/yaw_deg,/mti630/imu/orientation/z,/mti630/imu/orientation_covariance[0;0],/mti630/imu/orientation_covariance[0;1],/mti630/imu/orientation_covariance[0;2],/mti630/imu/orientation_covariance[1;1],/mti630/imu/orientation_covariance[1;2],/mti630/imu/orientation_covariance[2;2],/triangulation_3D_pose/header/stamp,/triangulation_3D_pose/pose/covariance[0;0],/triangulation_3D_pose/pose/covariance[0;1],/triangulation_3D_pose/pose/covariance[0;2],/triangulation_3D_pose/pose/covariance[0;3],/triangulation_3D_pose/pose/covariance[0;4],/triangulation_3D_pose/pose/covariance[0;5],/triangulation_3D_pose/pose/covariance[1;1],/triangulation_3D_pose/pose/covariance[1;2],/triangulation_3D_pose/pose/covariance[1;3],/triangulation_3D_pose/pose/covariance[1;4],/triangulation_3D_pose/pose/covariance[1;5],/triangulation_3D_pose/pose/covariance[2;2],/triangulation_3D_pose/pose/covariance[2;3],/triangulation_3D_pose/pose/covariance[2;4],/triangulation_3D_pose/pose/covariance[2;5],/triangulation_3D_pose/pose/covariance[3;3],/triangulation_3D_pose/pose/covariance[3;4],/triangulation_3D_pose/pose/covariance[3;5],/triangulation_3D_pose/pose/covariance[4;4],/triangulation_3D_pose/pose/covariance[4;5],/triangulation_3D_pose/pose/covariance[5;5],/triangulation_3D_pose/pose/pose/orientation/pitch_deg,/triangulation_3D_pose/pose/pose/orientation/roll_deg,/triangulation_3D_pose/pose/pose/orientation/w,/triangulation_3D_pose/pose/pose/orientation/x,/triangulation_3D_pose/pose/pose/orientation/y,/triangulation_3D_pose/pose/pose/orientation/yaw_deg,/triangulation_3D_pose/pose/pose/orientation/z,/triangulation_3D_pose/pose/pose/position/x,/triangulation_3D_pose/pose/pose/position/y,/triangulation_3D_pose/pose/pose/position/z,/triangulation_3D_pose/twist/covariance[0;0],/triangulation_3D_pose/twist/covariance[0;1],/triangulation_3D_pose/twist/covariance[0;2],/triangulation_3D_pose/twist/covariance[0;3],/triangulation_3D_pose/twist/covariance[0;4],/triangulation_3D_pose/twist/covariance[0;5],/triangulation_3D_pose/twist/covariance[1;1],/triangulation_3D_pose/twist/covariance[1;2],/triangulation_3D_pose/twist/covariance[1;3],/triangulation_3D_pose/twist/covariance[1;4],/triangulation_3D_pose/twist/covariance[1;5],/triangulation_3D_pose/twist/covariance[2;2],/triangulation_3D_pose/twist/covariance[2;3],/triangulation_3D_pose/twist/covariance[2;4],/triangulation_3D_pose/twist/covariance[2;5],/triangulation_3D_pose/twist/covariance[3;3],/triangulation_3D_pose/twist/covariance[3;4],/triangulation_3D_pose/twist/covariance[3;5],/triangulation_3D_pose/twist/covariance[4;4],/triangulation_3D_pose/twist/covariance[4;5],/triangulation_3D_pose/twist/covariance[5;5],/triangulation_3D_pose/twist/twist/angular/x,/triangulation_3D_pose/twist/twist/angular/y,/triangulation_3D_pose/twist/twist/angular/z,/triangulation_3D_pose/twist/twist/linear/x,/triangulation_3D_pose/twist/twist/linear/y,/triangulation_3D_pose/twist/twist/linear/z
1690309418.075371,0.004774,-0.004156,0.000010,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.487568,9.500621,-0.182417,-0.205828,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.748137,-104.924837,-0.558998,-0.399025,0.589986,176.187578,-0.424519,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.084179,0.003531,-0.007054,0.001220,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.495068,9.412069,-0.011046,-0.251793,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.746794,-104.926681,-0.558932,-0.399102,0.589937,176.205368,-0.424601,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.109129,0.007101,0.002176,-0.008155,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.512568,9.420957,-0.561527,-0.297962,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.746605,-104.923913,-0.558784,-0.399306,0.589799,176.242359,-0.424797,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.109389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678315295.990797,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.000000,0.000000,0.000000,0.000000,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.006529,2.021314,0.029880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1690309418.110805,-0.000452,-0.006235,-0.000994,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.520068,9.918838,-0.513267,0.207484,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.747155,-104.977814,-0.558720,-0.399398,0.589757,176.311014,-0.424852,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.119391,0.001163,0.005034,0.002763,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.527568,10.217788,-0.148630,-0.185265,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.746512,-104.962990,-0.558648,-0.399493,0.589688,176.315923,-0.424954,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.128691,0.005982,0.002221,0.000515,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.537568,9.730579,-0.134292,-0.151745,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.746217,-104.899803,-0.558565,-0.399606,0.589586,176.278247,-0.425097,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.136662,0.005051,0.002197,0.000636,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.545068,10.277107,0.270083,-0.435895,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.748343,-104.809698,-0.558532,-0.399680,0.589496,176.205467,-0.425198,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.145096,-0.003478,-0.000620,0.008135,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.555068,9.406228,-0.244116,-0.178115,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.747944,-104.720854,-0.558477,-0.399754,0.589410,176.136085,-0.425318,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690309418.153944,0.004836,0.009287,-0.002719,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344350.570068,10.349453,-0.591402,-0.319782,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-86.748397,-104.774543,-0.558336,-0.399953,0.589296,176.225267,-0.425475,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
