__time,/mti630/imu/angular_velocity/x,/mti630/imu/angular_velocity/y,/mti630/imu/angular_velocity/z,/mti630/imu/angular_velocity_covariance[0;0],/mti630/imu/angular_velocity_covariance[0;1],/mti630/imu/angular_velocity_covariance[0;2],/mti630/imu/angular_velocity_covariance[1;1],/mti630/imu/angular_velocity_covariance[1;2],/mti630/imu/angular_velocity_covariance[2;2],/mti630/imu/header/stamp,/mti630/imu/linear_acceleration/x,/mti630/imu/linear_acceleration/y,/mti630/imu/linear_acceleration/z,/mti630/imu/linear_acceleration_covariance[0;0],/mti630/imu/linear_acceleration_covariance[0;1],/mti630/imu/linear_acceleration_covariance[0;2],/mti630/imu/linear_acceleration_covariance[1;1],/mti630/imu/linear_acceleration_covariance[1;2],/mti630/imu/linear_acceleration_covariance[2;2],/mti630/imu/orientation/pitch_deg,/mti630/imu/orientation/roll_deg,/mti630/imu/orientation/w,/mti630/imu/orientation/x,/mti630/imu/orientation/y,/mti630/imu/orientation/yaw_deg,/mti630/imu/orientation/z,/mti630/imu/orientation_covariance[0;0],/mti630/imu/orientation_covariance[0;1],/mti630/imu/orientation_covariance[0;2],/mti630/imu/orientation_covariance[1;1],/mti630/imu/orientation_covariance[1;2],/mti630/imu/orientation_covariance[2;2],/triangulation_3D_pose/header/stamp,/triangulation_3D_pose/pose/covariance[0;0],/triangulation_3D_pose/pose/covariance[0;1],/triangulation_3D_pose/pose/covariance[0;2],/triangulation_3D_pose/pose/covariance[0;3],/triangulation_3D_pose/pose/covariance[0;4],/triangulation_3D_pose/pose/covariance[0;5],/triangulation_3D_pose/pose/covariance[1;1],/triangulation_3D_pose/pose/covariance[1;2],/triangulation_3D_pose/pose/covariance[1;3],/triangulation_3D_pose/pose/covariance[1;4],/triangulation_3D_pose/pose/covariance[1;5],/triangulation_3D_pose/pose/covariance[2;2],/triangulation_3D_pose/pose/covariance[2;3],/triangulation_3D_pose/pose/covariance[2;4],/triangulation_3D_pose/pose/covariance[2;5],/triangulation_3D_pose/pose/covariance[3;3],/triangulation_3D_pose/pose/covariance[3;4],/triangulation_3D_pose/pose/covariance[3;5],/triangulation_3D_pose/pose/covariance[4;4],/triangulation_3D_pose/pose/covariance[4;5],/triangulation_3D_pose/pose/covariance[5;5],/triangulation_3D_pose/pose/pose/orientation/pitch_deg,/triangulation_3D_pose/pose/pose/orientation/roll_deg,/triangulation_3D_pose/pose/pose/orientation/w,/triangulation_3D_pose/pose/pose/orientation/x,/triangulation_3D_pose/pose/pose/orientation/y,/triangulation_3D_pose/pose/pose/orientation/yaw_deg,/triangulation_3D_pose/pose/pose/orientation/z,/triangulation_3D_pose/pose/pose/position/x,/triangulation_3D_pose/pose/pose/position/y,/triangulation_3D_pose/pose/pose/position/z,/triangulation_3D_pose/twist/covariance[0;0],/triangulation_3D_pose/twist/covariance[0;1],/triangulation_3D_pose/twist/covariance[0;2],/triangulation_3D_pose/twist/covariance[0;3],/triangulation_3D_pose/twist/covariance[0;4],/triangulation_3D_pose/twist/covariance[0;5],/triangulation_3D_pose/twist/covariance[1;1],/triangulation_3D_pose/twist/covariance[1;2],/triangulation_3D_pose/twist/covariance[1;3],/triangulation_3D_pose/twist/covariance[1;4],/triangulation_3D_pose/twist/covariance[1;5],/triangulation_3D_pose/twist/covariance[2;2],/triangulation_3D_pose/twist/covariance[2;3],/triangulation_3D_pose/twist/covariance[2;4],/triangulation_3D_pose/twist/covariance[2;5],/triangulation_3D_pose/twist/covariance[3;3],/triangulation_3D_pose/twist/covariance[3;4],/triangulation_3D_pose/twist/covariance[3;5],/triangulation_3D_pose/twist/covariance[4;4],/triangulation_3D_pose/twist/covariance[4;5],/triangulation_3D_pose/twist/covariance[5;5],/triangulation_3D_pose/twist/twist/angular/x,/triangulation_3D_pose/twist/twist/angular/y,/triangulation_3D_pose/twist/twist/angular/z,/triangulation_3D_pose/twist/twist/linear/x,/triangulation_3D_pose/twist/twist/linear/y,/triangulation_3D_pose/twist/twist/linear/z
1690312190.730371,0.002945,0.001364,0.000899,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.217568,9.781146,-0.150345,0.009953,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.428546,-137.607922,-0.678182,-0.137182,0.705513,161.320382,-0.153304,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.739167,0.004328,0.000786,-0.000799,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.225068,9.809232,-0.095777,0.004002,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.427768,-137.591149,-0.678158,-0.137276,0.705495,161.319930,-0.153407,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.747699,0.001832,-0.004563,-0.000586,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.235068,9.838531,-0.079928,-0.178878,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.427248,-137.577510,-0.678129,-0.137401,0.705471,161.327321,-0.153537,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.756334,0.000957,-0.001204,0.000330,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.242568,9.727859,-0.120076,-0.029545,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.427953,-137.550679,-0.678116,-0.137491,0.705445,161.315933,-0.153632,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.768174,0.004568,-0.001083,0.001264,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.250068,9.835219,-0.164470,-0.137306,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.428046,-137.529101,-0.678097,-0.137589,0.705421,161.311077,-0.153736,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.777338,0.002655,-0.002274,-0.003421,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.257568,9.757590,-0.183930,-0.274045,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.428864,-137.513903,-0.678082,-0.137687,0.705396,161.311844,-0.153832,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.782755,0.005253,0.003531,-0.000028,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.265068,9.797647,-0.180294,-0.175244,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.428898,-137.496372,-0.678062,-0.137784,0.705373,161.310787,-0.153933,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.790962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678315273.750431,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.000000,0.000000,0.000000,0.000000,0.000200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000007,0.000080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1690312190.793407,0.006903,0.000141,-0.002693,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.275068,9.774520,-0.168237,-0.205177,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.428979,-137.456125,-0.678040,-0.137907,0.705341,161.291956,-0.154069,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690312190.800204,0.001282,0.001395,-0.000501,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,1678344328.282568,9.769225,-0.099599,-0.133790,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,-87.429375,-137.421427,-0.678025,-0.137998,0.705315,161.273224,-0.154171,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
